quarter,season,quarter_year,quarters,quarter_qf,hb.x,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,available_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,id,location_name,postcode
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,470,NA,0,NA,5,NA,0,NA,0,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,312,NA,312,NA,3,NA,3,NA,100,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,728,NA,2,NA,8,NA,0,NA,0,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,278,NA,278,NA,3,NA,3,NA,100,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,759,NA,38,NA,8,NA,0,NA,5,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,320,NA,320,NA,3,NA,3,NA,100,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,757,NA,38,NA,8,NA,0,NA,5,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,710,NA,275,NA,8,NA,3,NA,39,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,533,NA,89,NA,6,NA,1,NA,17,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,855,NA,280,NA,9,NA,3,NA,33,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,595,NA,81,NA,7,NA,1,NA,14,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,713,NA,44,NA,8,NA,0,NA,6,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,839,NA,19,NA,9,NA,0,NA,2,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,121,NA,0,NA,1,NA,0,NA,0,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,539,NA,147,NA,6,NA,2,NA,27,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,520,NA,0,NA,6,NA,0,NA,0,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,426,NA,179,NA,5,NA,2,NA,42,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,900,NA,0,NA,10,NA,0,NA,0,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,262,NA,153,NA,3,NA,2,NA,58,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,2,NA,2,NA,0,NA,0,NA,100,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,286,NA,185,NA,3,NA,2,NA,65,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N101H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N411H,NA,NA,z,Emergency Grouping,d,342,NA,188,NA,4,NA,2,NA,55,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,72,NA,26,NA,1,NA,0,NA,36,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,174,NA,34,NA,2,NA,0,NA,20,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,178,NA,30,NA,2,NA,0,NA,17,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N411H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,148,NA,19,NA,2,NA,0,NA,13,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N411H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,70,NA,21,NA,1,NA,0,NA,30,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N411H,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,88,NA,29,NA,1,NA,0,NA,33,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,102,NA,14,NA,1,NA,0,NA,14,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,53,NA,10,NA,1,NA,0,NA,19,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,114,NA,7,NA,1,NA,0,NA,6,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,208,NA,28,NA,2,NA,0,NA,13,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,160,NA,17,NA,2,NA,0,NA,11,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,194,NA,8,NA,2,NA,0,NA,4,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,182,NA,8,NA,2,NA,0,NA,4,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,234,NA,39,NA,3,NA,0,NA,17,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N411H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N101H,NA,A8,NA,Endocrinology & Diabetes,NA,296,NA,16,NA,3,NA,0,NA,5,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2868,NA,2787,NA,32,NA,31,NA,97,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,9,NA,9,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,3073,NA,2953,NA,34,NA,32,NA,96,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,10,NA,10,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,3155,NA,3018,NA,34,NA,33,NA,96,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,39,NA,39,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2986,NA,2842,NA,32,NA,31,NA,95,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,35,NA,35,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2853,NA,2762,NA,32,NA,31,NA,97,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,16,NA,16,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2913,NA,2832,NA,32,NA,31,NA,97,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,11,NA,11,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,3099,NA,2944,NA,34,NA,32,NA,95,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,13,NA,13,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2950,NA,2820,NA,32,NA,31,NA,96,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,16,NA,16,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2645,NA,2528,NA,29,NA,28,NA,96,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,3,NA,3,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2706,NA,2065,NA,30,NA,23,NA,76,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2504,NA,2349,NA,27,NA,26,NA,94,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,8,NA,8,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2513,NA,2354,NA,27,NA,26,NA,94,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,12,NA,12,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,3132,NA,2958,NA,35,NA,33,NA,94,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,6,NA,6,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,2861,NA,2661,NA,31,NA,29,NA,93,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,5,NA,5,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N101H,NA,A9,NA,Gastroenterology,NA,3095,NA,2753,NA,34,NA,30,NA,89,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N411H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,13106,NA,11226,NA,146,NA,125,NA,86,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,6106,NA,5629,NA,68,NA,63,NA,92,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,11496,NA,9107,NA,126,NA,100,NA,79,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5507,NA,4787,NA,61,NA,53,NA,87,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,11229,NA,8794,NA,122,NA,96,NA,78,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5339,NA,4442,NA,58,NA,48,NA,83,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,11815,NA,9388,NA,128,NA,102,NA,79,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5632,NA,4764,NA,61,NA,52,NA,85,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,13773,NA,11778,NA,153,NA,131,NA,86,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5259,NA,4164,NA,58,NA,46,NA,79,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12337,NA,10342,NA,136,NA,114,NA,84,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5398,NA,4340,NA,59,NA,48,NA,80,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12552,NA,10372,NA,136,NA,113,NA,83,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5578,NA,4472,NA,61,NA,49,NA,80,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12401,NA,11230,NA,135,NA,122,NA,91,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,6408,NA,5521,NA,70,NA,60,NA,86,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12055,NA,10800,NA,132,NA,119,NA,90,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,6427,NA,5565,NA,71,NA,61,NA,87,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,13399,NA,10408,NA,147,NA,114,NA,78,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5715,NA,2758,NA,63,NA,30,NA,48,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,11611,NA,9314,NA,126,NA,101,NA,80,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,4816,NA,3907,NA,52,NA,42,NA,81,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,11319,NA,9403,NA,123,NA,102,NA,83,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5227,NA,4098,NA,57,NA,45,NA,78,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,14524,NA,11891,NA,161,NA,132,NA,82,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,4634,NA,4296,NA,51,NA,48,NA,93,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12063,NA,10634,NA,133,NA,117,NA,88,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,4846,NA,4451,NA,53,NA,49,NA,92,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N101H,NA,A1,NA,General Medicine,NA,12047,NA,10808,NA,131,NA,117,NA,90,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N411H,NA,A1,NA,General Medicine,NA,5075,NA,4749,NA,55,NA,52,NA,94,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N411H,NA,G1,NA,General Psychiatry (Mental Illness),NA,3,NA,3,NA,0,NA,0,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,9783,NA,8768,NA,109,NA,97,NA,90,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,2090,NA,1940,NA,23,NA,22,NA,93,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,9998,NA,8885,NA,110,NA,98,NA,89,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q2,Summer,2018,Q2,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,2461,NA,2163,NA,27,NA,24,NA,88,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10196,NA,8828,NA,111,NA,96,NA,87,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q3,Autumn,2018,Q3,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,2206,NA,1778,NA,24,NA,19,NA,81,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10066,NA,8457,NA,109,NA,92,NA,84,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q4,Winter,2018,Q4,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,2233,NA,1701,NA,24,NA,18,NA,76,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10052,NA,9024,NA,112,NA,100,NA,90,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q1,Spring,2019,Q1,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,2442,NA,1645,NA,27,NA,18,NA,67,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10135,NA,9335,NA,111,NA,103,NA,92,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q2,Summer,2019,Q2,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1783,NA,1606,NA,20,NA,18,NA,90,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10630,NA,9509,NA,116,NA,103,NA,89,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q3,Autumn,2019,Q3,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1590,NA,1449,NA,17,NA,16,NA,91,NA,97,Dr Gray's Hospital,IV30 1SN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,11322,NA,9654,NA,123,NA,105,NA,85,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2019Q4,Winter,2019,Q4,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1733,NA,1609,NA,19,NA,17,NA,93,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,11410,NA,9300,NA,125,NA,102,NA,82,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q1,Spring,2020,Q1,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1804,NA,1598,NA,20,NA,18,NA,89,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,8603,NA,6617,NA,95,NA,73,NA,77,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q2,Summer,2020,Q2,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1111,NA,1111,NA,12,NA,12,NA,100,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10138,NA,8116,NA,110,NA,88,NA,80,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q3,Autumn,2020,Q3,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1246,NA,1225,NA,14,NA,13,NA,98,NA,97,Dr Gray's Hospital,IV30 1SN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,10422,NA,8478,NA,113,NA,92,NA,81,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2020Q4,Winter,2020,Q4,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1200,NA,936,NA,13,NA,10,NA,78,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,9298,NA,7977,NA,103,NA,89,NA,86,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q1,Spring,2021,Q1,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1552,NA,1243,NA,17,NA,14,NA,80,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,9918,NA,8651,NA,109,NA,95,NA,87,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q2,Summer,2021,Q2,NA,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1419,NA,1225,NA,16,NA,13,NA,86,NA,97,Dr Gray's Hospital,IV30 1SN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N101H,NA,C1,NA,General Surgery,NA,9943,NA,8722,NA,108,NA,95,NA,88,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2021Q3,Autumn,2021,Q3,p,S08000020,NA,N411H,NA,C1,NA,General Surgery,NA,1216,NA,976,NA,13,NA,11,NA,80,NA,97,Dr Gray's Hospital,IV30 1SN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N101H,NA,NA,z,Geriatric Medicine - units other than long stay,NA,8715,NA,7883,NA,97,NA,88,NA,90,NA,75,Aberdeen Royal Infirmary,AB25 2ZN
2018Q1,Spring,2018,Q1,NA,S08000020,NA,N411H,NA,NA,z,Geriatric Medicine - units other than long stay,NA,761,NA,737,NA,8,NA,8,NA,97,NA,97,Dr Gray's Hospital,IV30 1SN
